Country,Code,Year,Share of the richest quintile in total income or expenditure,Share of the 4th quintile in total income or expenditure,Share of the 3rd quintile in total income or expenditure,Share of the 2nd quintile in total income or expenditure,Share of the poorest quintile in total income or expenditure
Albania,ALB,1996,36.11512126,23.29695647,17.73456445,13.70072494,9.15263288
Albania,ALB,2002,40.36071525,22.21301379,16.4925619,12.58026304,8.353446021
Albania,ALB,2005,39.17511144,22.49855165,17.02522691,12.89846508,8.402644921
Albania,ALB,2008,38.99351535,22.22781052,16.83621118,13.07205641,8.870406539
Albania,ALB,2012,37.82347694,22.80875632,17.34077516,13.17436957,8.852622003
Albania,ALB,2014,41.67524372,23.31824085,16.44523285,11.53451153,7.026771054
Albania,ALB,2015,40.64919901,22.99737774,16.50625967,12.14588656,7.701277026
Albania,ALB,2016,41.18831678,23.22448204,16.42109523,11.84618459,7.319921362
Albania,ALB,2017,40.69327843,23.25714899,16.51337316,11.98572813,7.550471294
Albania,ALB,2018,38.19181807,23.34443793,17.48044091,13.04530224,7.938000854
Albania,ALB,2019,39.1758185,22.96202713,16.87481696,12.73053418,8.256803228
Algeria,DZA,1988,47.15175137,20.63880786,14.932974,10.73732625,6.539140524
Algeria,DZA,1995,42.61678382,22.62921578,16.23655414,11.55164506,6.965801198
Algeria,DZA,2011,37.21874142,22.28439137,17.47138806,13.66489727,9.360581881
Angola,AGO,2000,56.11421083,20.157941,12.71153214,7.837762796,3.178553239
Angola,AGO,2008,48.5450646,21.94314524,14.46295846,9.6201768,5.428654895
Angola,AGO,2018,55.56344671,20.4374995,12.56563126,7.675790249,3.757632281
Argentina - urban,,1980,46.55893373,22.59046084,15.36346739,10.19084621,5.296291838
Argentina - urban,,1986,48.53056782,21.82620559,14.64582886,9.871242667,5.126155058
Argentina - urban,,1987,50.58329255,21.46200329,14.06625324,9.312473993,4.575976926
Argentina - urban,,1991,52.54665478,20.29838453,13.29692867,9.061461559,4.796570451
Argentina - urban,,1992,50.86159775,21.48091591,13.86330021,9.193714117,4.600472011
Argentina - urban,,1993,49.90475059,22.01117966,14.31938006,9.314162702,4.45052699
Argentina - urban,,1994,50.96132795,21.6050396,14.03245851,9.02365132,4.377522627
Argentina - urban,,1995,53.78895562,20.75952772,13.26896893,8.420362825,3.762184907
Argentina - urban,,1996,53.96971036,21.1806948,13.13705758,8.197539542,3.51499772
Argentina - urban,,1997,53.65239553,21.34985977,13.24633797,8.203803887,3.547602839
Argentina - urban,,1998,55.07800616,21.0134354,12.70049801,7.800051652,3.408008773
Argentina - urban,,1999,54.16008114,21.27789017,13.08675031,7.986150468,3.48912791
Argentina - urban,,2000,55.14990436,21.3135463,12.77394242,7.57664763,3.185959291
Argentina - urban,,2001,57.00148847,21.06336289,12.26129401,7.091561838,2.582292798
Argentina - urban,,2002,57.77901029,20.34593898,12.17279931,6.943721761,2.758529655
Argentina - urban,,2003,54.88302324,21.49692824,12.7157937,7.600225184,3.30402964
Argentina - urban,,2004,52.56528975,22.11002011,13.58838793,8.1317846,3.60451761
Argentina - urban,,2005,52.03063895,22.09518704,13.74627557,8.359313253,3.768585183
Argentina - urban,,2006,50.64758515,22.50066044,14.20773011,8.715231788,3.928792512
Argentina - urban,,2007,50.60783118,22.43200965,14.20349014,8.67005939,4.08660964
Argentina - urban,,2008,49.41566085,22.74416109,14.52264147,9.114223566,4.203313015
Argentina - urban,,2009,48.30239851,22.97976682,14.98151108,9.413748412,4.322575175
Argentina - urban,,2010,48.57037092,22.57570377,14.88022692,9.408005115,4.56569328
Argentina - urban,,2011,47.79873174,22.74443536,15.031231,9.632929749,4.792672141
Argentina - urban,,2012,46.50323748,23.17626701,15.39009777,9.948834874,4.981562875
Argentina - urban,,2013,46.11849873,23.26923651,15.57491703,10.00959668,5.027751051
Argentina - urban,,2014,46.84478019,23.14603883,15.19981852,9.757403819,5.051958637
Argentina - urban,,2016,47.22158364,22.91023307,15.17891896,9.769991877,4.919272447
Argentina - urban,,2017,46.44438629,23.06167944,15.40528842,10.01971149,5.068934359
Argentina - urban,,2018,46.53202158,23.08990574,15.42176136,9.981602615,4.974708709
Argentina - urban,,2019,47.87280844,22.88779455,15.01138256,9.523977989,4.704036459
Argentina - urban,,2020,47.33821825,23.22785934,15.09755788,9.516398088,4.819966437
Armenia,ARM,1996,50.59930763,20.6298714,13.86571235,9.373440523,5.531668088
Armenia,ARM,1999,44.17511487,21.23452703,15.43527491,11.59427145,7.560811741
Armenia,ARM,2001,43.90387493,20.85550042,15.63147447,11.8805277,7.728622476
Armenia,ARM,2002,43.50856941,20.81473126,15.59676597,12.03347438,8.046458981
Armenia,ARM,2003,42.15567127,20.79146016,15.94034139,12.44791625,8.664610931
Armenia,ARM,2004,45.76417155,20.1952264,14.9833632,11.47203684,7.585202007
Armenia,ARM,2005,44.67943583,20.22120743,15.23070564,11.81606643,8.052584671
Armenia,ARM,2006,38.79226998,22.13160388,16.99813398,13.1473417,8.930650465
Armenia,ARM,2007,40.00754526,22.07561706,16.71153463,12.7992837,8.406019356
Armenia,ARM,2008,38.35551998,22.44053985,17.01249278,13.07099382,9.120453568
Armenia,ARM,2009,37.53663436,22.41168337,17.17799603,13.49918812,9.374498118
Armenia,ARM,2010,39.38062247,21.70002425,16.76692247,13.0484131,9.10401771
Armenia,ARM,2011,38.56061784,22.20804213,16.99021161,13.20428854,9.036839887
Armenia,ARM,2012,38.73623473,22.02277494,17.06776094,13.17923268,8.993996698
Armenia,ARM,2013,39.39401428,22.18351875,16.91508793,12.88251145,8.624867593
Armenia,ARM,2014,40.05625386,21.97115912,16.86236993,12.66065442,8.449562663
Armenia,ARM,2015,40.68496151,21.79754065,16.73159583,12.56456413,8.221337882
Armenia,ARM,2016,40.15353744,22.8353788,17.04457624,12.11485146,7.851656054
Armenia,ARM,2017,42.40337974,20.94354246,15.91112927,12.36293218,8.379016362
Armenia,ARM,2018,42.99963899,20.77729235,15.87414112,12.244266,8.104661533
Armenia,ARM,2019,39.07923837,21.70719082,17.02530745,13.23061066,8.957652712
Armenia,ARM,2020,35.5567016,22.16933561,17.76009018,14.2992094,10.21466322
Australia,AUS,1981,39.1514929,23.37294658,16.89928254,12.90015742,7.676120556
Australia,AUS,1985,40.2491965,23.05095088,16.62461626,12.60323377,7.472002587
Australia,AUS,1989,40.56537848,23.17025423,16.62377511,12.36946742,7.271124762
Australia,AUS,1995,40.37413742,22.91629249,16.66090655,12.47688327,7.571780268
Australia,AUS,2001,40.89267986,23.13576199,16.45166388,12.13312259,7.386771677
Australia,AUS,2003,40.90558636,23.13567967,16.45859685,12.13183148,7.368305637
Australia,AUS,2004,40.88055161,22.77251206,16.4247741,12.20789982,7.714262409
Australia,AUS,2008,42.74864565,22.49448394,15.92233397,11.6068034,7.227733036
Australia,AUS,2010,42.04890236,22.74035195,16.11735826,11.82136022,7.272027212
Australia,AUS,2014,42.14717727,22.12011435,16.12155451,12.16760439,7.443549485
Australia,AUS,2016,41.11851529,22.85670637,16.41230835,12.20224556,7.410224433
Australia,AUS,2018,41.77219055,22.43252128,16.36037196,12.16549931,7.269416888
Austria,AUT,1987,33.31114837,22.94395175,18.52986744,14.83426688,10.38076556
Austria,AUT,1994,39.4361445,22.64085677,16.9696668,12.95975766,7.993574273
Austria,AUT,1995,37.92019263,24.03314715,17.92231737,13.16878189,6.955560958
Austria,AUT,1997,38.44636165,22.95143047,17.27959189,13.18924662,8.133369367
Austria,AUT,2000,37.47783011,22.94482249,17.51196037,13.42556145,8.639825591
Austria,AUT,2003,38.0511583,22.65716878,17.38039454,13.44099109,8.470287295
Austria,AUT,2004,38.52514447,22.4596038,17.22541906,13.24260816,8.547224507
Austria,AUT,2005,37.54095709,22.7838325,17.47516218,13.4408141,8.75923413
Austria,AUT,2006,38.28914278,22.58486114,17.19600224,13.33566278,8.59433105
Austria,AUT,2007,38.68421821,22.8626656,17.32765495,13.14675466,7.978706589
Austria,AUT,2008,38.61179735,22.58924161,17.50957245,13.29949567,7.989892911
Austria,AUT,2009,39.34393732,22.60700741,17.34935487,13.03149228,7.668208129
Austria,AUT,2010,38.39405348,22.88774498,17.46741174,13.20640884,8.044380956
Austria,AUT,2011,38.6800536,23.03344126,17.38592388,13.06985562,7.830725642
Austria,AUT,2012,38.40823549,23.00227048,17.50513293,13.29204681,7.792314305
Austria,AUT,2013,38.9129832,22.66741476,17.24478163,13.06582342,8.108996991
Austria,AUT,2014,38.65272474,22.68322919,17.4712978,13.16131527,8.031433007
Austria,AUT,2015,38.40046122,22.88322549,17.64784234,13.19758177,7.87088919
Austria,AUT,2016,38.56784644,22.95534147,17.56455643,13.18149843,7.730757233
Austria,AUT,2017,37.77461287,23.07691204,17.81568059,13.29748246,8.035312037
Austria,AUT,2018,38.67777132,23.01189342,17.44214756,12.99691635,7.871271344
Austria,AUT,2019,38.16386302,23.14121405,17.52453086,13.28628977,7.884102299
Azerbaijan,AZE,1995,42.00777156,22.51492656,16.36588993,12.04049024,7.070921701
Azerbaijan,AZE,2001,44.49575036,21.22933479,15.31264504,11.53292704,7.42934278
Azerbaijan,AZE,2002,36.67346062,20.97790965,17.07713699,14.34132509,10.93016765
Azerbaijan,AZE,2003,37.36966489,21.43767505,17.08029213,13.90684665,10.20552127
Azerbaijan,AZE,2004,37.81125329,20.76202359,16.731576,14.02055526,10.67459186
Azerbaijan,AZE,2005,37.80410498,20.86292075,16.64569792,13.91331331,10.77396304
Bangladesh,BGD,1983,35.83713744,22.25048874,17.9047603,14.29132389,9.716289629
Bangladesh,BGD,1988,38.60302054,21.63062362,16.96003579,13.36094541,9.445374636
Bangladesh,BGD,1991,37.35396318,22.04456415,17.33367449,13.6437201,9.624078079
Bangladesh,BGD,1995,42.44076419,20.6250122,15.68457408,12.46262054,8.787028996
Bangladesh,BGD,2000,42.66479231,20.95890179,15.61901592,12.11008235,8.647207634
Bangladesh,BGD,2005,42.51595283,20.9491983,15.59073854,12.18433418,8.759776152
Bangladesh,BGD,2010,41.4870814,21.22483854,15.97024638,12.4631094,8.85472428
Bangladesh,BGD,2016,41.43668936,21.43350393,16.05098243,12.44305682,8.635767462
Belarus,BLR,1993,32.90046471,22.20539022,18.4743035,15.30258695,11.11725461
Belarus,BLR,1995,37.22912039,23.06156356,17.73444375,13.46864629,8.50622601
Belarus,BLR,1998,40.07009967,22.61926933,16.85993397,12.58590579,7.864791245
Belarus,BLR,1999,39.38293567,23.19105693,17.19665682,12.61187325,7.61747733
Belarus,BLR,2000,39.10354799,22.97907213,17.18242399,12.87004602,7.864909862
Belarus,BLR,2001,38.90729319,22.65979665,17.22237369,13.04940924,8.161127223
Belarus,BLR,2002,38.78855109,22.57049131,17.24810953,13.11038635,8.282461711
Belarus,BLR,2003,37.57124739,22.84400267,17.51214296,13.51062216,8.561984818
Belarus,BLR,2004,35.92449752,22.85826221,17.87466963,13.97910843,9.363462213
Belarus,BLR,2005,36.46271306,23.03194161,17.83412706,13.80053714,8.870681129
Belarus,BLR,2006,37.11588541,22.89313785,17.68757323,13.54739871,8.756004809
Belarus,BLR,2007,38.39847338,22.49283483,17.30207856,13.21919415,8.587419079
Belarus,BLR,2008,36.78447329,22.90077249,17.68005907,13.63950155,8.995193596
Belarus,BLR,2009,36.98379576,22.42689943,17.69183998,13.83250263,9.064962199
Belarus,BLR,2010,37.47732662,22.77874894,17.50518921,13.42736376,8.811371464
Belarus,BLR,2011,36.34313696,22.84797015,17.79768136,13.86087011,9.150341425
Belarus,BLR,2012,36.12192005,22.52378971,17.8801301,13.9921583,9.482001833
Belarus,BLR,2013,36.18452075,22.47585831,17.76001834,14.04446438,9.535138219
Belarus,BLR,2014,36.68006719,22.35716057,17.66389858,13.97160448,9.327269188
Belarus,BLR,2015,35.45217478,22.62212742,17.95121121,14.26673199,9.707754599
Belarus,BLR,2016,35.45019534,22.31937936,17.90835508,14.43099305,9.891077169
Belarus,BLR,2017,35.50034149,22.46513784,17.87123586,14.23683568,9.926449123
Belarus,BLR,2018,35.50730044,22.25325981,17.79685728,14.38908693,10.05349553
Belarus,BLR,2019,35.4383709,22.3544855,17.85892858,14.32987913,10.01833588
Belarus,BLR,2020,34.76109366,22.45644268,17.95367038,14.52636708,10.3024262
Belgium,BEL,1985,34.90131602,22.83455008,18.20945297,14.35059071,9.70409022
Belgium,BEL,1988,35.3041454,22.69347124,18.09861997,14.32399124,9.579772154
Belgium,BEL,1992,34.47754565,23.02756737,18.37547248,14.59121077,9.52820373
Belgium,BEL,1995,37.27995175,22.49523137,17.68524727,13.92121775,8.618351863
Belgium,BEL,1997,36.05771428,22.71159894,17.94817767,14.26572196,9.01678715
Belgium,BEL,2000,41.67521269,20.82145544,16.25800345,12.88553704,8.359791378
Belgium,BEL,2003,36.96499228,22.69657871,17.86808319,13.92249703,8.54784879
Belgium,BEL,2004,39.15327825,21.874404,17.14022459,13.39608207,8.436011088
Belgium,BEL,2005,38.1787037,22.1934345,17.32702359,13.64933538,8.651502838
Belgium,BEL,2006,36.94162667,22.72814209,17.72245565,13.9098207,8.697954895
Belgium,BEL,2007,38.0406551,22.33745313,17.40911978,13.64185856,8.570913441
Belgium,BEL,2008,37.18288543,22.70152732,17.56970125,13.87450998,8.671376019
Belgium,BEL,2009,37.18388477,22.73405453,17.68327148,13.9331811,8.465608124
Belgium,BEL,2010,37.17791251,22.53040274,17.792676,13.94428627,8.554722481
Belgium,BEL,2011,36.79592658,22.72358336,17.96187883,13.96221155,8.556399686
Belgium,BEL,2012,36.37829506,22.78536829,17.99709023,14.15198995,8.687256462
Belgium,BEL,2013,36.36628208,22.96459803,18.04480717,14.06700039,8.557312337
Belgium,BEL,2014,36.86062013,22.81220217,17.83118487,13.88935137,8.606641455
Belgium,BEL,2015,36.52917341,22.73511925,18.08945653,14.03453208,8.611718731
Belgium,BEL,2016,36.43245777,22.66521187,18.12740547,14.14681169,8.628113201
Belgium,BEL,2017,36.29558048,22.70868256,18.09923265,14.20443239,8.69207193
Belgium,BEL,2018,36.44462321,22.37715232,17.97293714,14.31301588,8.892271458
Belgium,BEL,2019,36.51870517,22.31447913,17.90106736,14.24649562,9.019252713
Belize,BLZ,1993,64.29182484,16.18126732,10.04400315,6.522061781,2.960842907
Belize,BLZ,1994,65.41777072,15.21981821,9.755092114,6.518406499,3.088912455
Belize,BLZ,1995,60.95604841,19.6444446,11.14959504,5.901759077,2.348152874
Belize,BLZ,1996,61.27661971,17.57842286,10.67797506,7.125738146,3.341244223
Belize,BLZ,1997,64.16914821,16.61235421,10.20279843,6.369990708,2.645708442
Belize,BLZ,1998,59.37377745,19.0124474,11.26620421,7.034510601,3.313060333
Belize,BLZ,1999,57.6888781,19.40970316,12.00008607,7.690331968,3.211000699
Benin,BEN,2003,46.2064089,20.91676349,14.99261844,10.91110543,6.973103738
Benin,BEN,2011,50.71790532,20.20549161,13.38258035,9.635908053,6.058114668
Benin,BEN,2015,52.13504941,20.83506658,14.15371947,9.634487312,3.241677236
Benin,BEN,2018,45.42664649,21.44074372,15.03991189,11.06585675,7.026841145
Bhutan,BTN,2003,47.9504512,21.32276061,14.22609769,9.967501742,6.533188755
Bhutan,BTN,2007,45.09853,22.14241443,15.30506329,10.79458982,6.659402456
Bhutan,BTN,2012,46.05281579,21.40672415,15.03608707,10.77470194,6.72967105
Bhutan,BTN,2017,44.37999324,22.70062446,15.45528378,10.78853243,6.675566084
Bolivia,BOL,1997,61.66102752,18.84231357,11.1145186,6.357611845,2.024528472
Bolivia,BOL,1999,60.5249137,20.81258642,11.65414388,5.731204626,1.277151383
Bolivia,BOL,2000,64.15839764,18.81767055,10.67946085,5.271307142,1.073163818
Bolivia,BOL,2001,60.61118284,19.46505035,11.57173911,6.463987371,1.888040325
Bolivia,BOL,2002,62.35186574,18.86699045,11.03725195,6.056232291,1.687659577
Bolivia,BOL,2004,59.54325715,18.76817394,11.42102149,7.179674394,3.087873022
Bolivia,BOL,2005,61.95106997,19.17507725,10.77738307,6.128924076,1.967545639
Bolivia,BOL,2006,60.12407098,19.8094026,11.34080333,6.467154922,2.258568169
Bolivia,BOL,2007,58.68811611,19.76766079,11.83862111,6.815201076,2.890400925
Bolivia,BOL,2008,54.83704087,20.91703348,13.08241828,7.997005213,3.166502159
Bolivia,BOL,2009,53.16170127,21.28330363,13.85588707,8.532232883,3.166875142
Bolivia,BOL,2011,50.57817039,22.1809923,14.27845876,9.188118697,3.774259849
Bolivia,BOL,2012,50.63150568,22.46652053,14.45688878,9.001173482,3.44391153
Bolivia,BOL,2013,51.93435076,21.67957458,14.04869364,8.766678372,3.57070265
Bolivia,BOL,2014,52.3244566,21.26914523,13.82083288,8.824826799,3.760738486
Bolivia,BOL,2015,51.15459948,21.79570207,14.14948607,9.022946723,3.877265663
Bolivia,BOL,2016,49.44799999,22.79310364,14.7230509,9.320052854,3.715792617
Bolivia,BOL,2017,48.96001852,22.87759403,14.85110091,9.400174934,3.911111605
Bolivia,BOL,2018,47.47325113,22.92447875,15.16061309,9.983057679,4.458599346
Bolivia,BOL,2019,47.26416863,22.37006794,15.01552592,10.25931297,5.090924541
Bolivia,BOL,2020,48.99336408,21.9733744,14.48974617,9.8077763,4.735739052
Bolivia - urban,,1990,48.2271681,21.9603301,14.53103526,9.662719519,5.618747019
Bolivia - urban,,1992,54.73415357,19.68299928,12.53692723,8.487379215,4.558540713
Bosnia and Herzegovina,BIH,2001,38.79402371,22.12264316,16.99282746,13.3050269,8.785478763
Bosnia and Herzegovina,BIH,2004,41.80374052,22.44197986,16.27151214,12.08718999,7.395577493
Bosnia and Herzegovina,BIH,2007,40.69731746,22.98338998,16.60505099,12.23431554,7.479926024
Bosnia and Herzegovina,BIH,2011,40.67748083,22.89921672,16.67156385,12.29582202,7.455916578
Botswana,BWA,1985,58.88529938,19.21160723,11.42313743,6.884009312,3.595946651
Botswana,BWA,1993,64.90561339,16.42276232,9.761182605,5.877006897,3.033434783
Botswana,BWA,2002,69.46324553,15.84565408,7.812499763,4.606357382,2.272243244
Botswana,BWA,2009,65.04624901,16.88898311,9.532983606,5.691093836,2.840690434
Botswana,BWA,2015,58.49703161,19.46657136,11.08839924,7.000987065,3.947010728
Brazil,BRA,1981,62.29700164,18.39414752,10.46881271,6.160792826,2.679245303
Brazil,BRA,1982,62.74159564,18.32723413,10.31911366,6.000179332,2.611877249
Brazil,BRA,1983,63.40311644,18.09149012,10.02171373,5.871009301,2.612670401
Brazil,BRA,1984,62.89695519,18.11195814,10.20588553,6.046609587,2.738591559
Brazil,BRA,1985,59.9863902,19.65021884,11.02613547,6.459999559,2.877255924
Brazil,BRA,1986,62.8006852,18.17696304,10.32054098,6.043486562,2.658324222
Brazil,BRA,1987,63.7377567,18.12202013,10.06705085,5.698646833,2.374525478
Brazil,BRA,1988,65.47690435,17.50094144,9.550370876,5.331287626,2.140495712
Brazil,BRA,1989,67.31179327,16.82566539,8.913812257,4.959542635,1.989186446
Brazil,BRA,1990,64.6113004,17.87721751,9.721765997,5.46450705,2.325209047
Brazil,BRA,1992,57.09261675,20.76388053,12.24737433,7.082049103,2.814079286
Brazil,BRA,1993,64.26850489,17.50527656,10.0644019,5.811167221,2.350649435
Brazil,BRA,1995,63.82940985,17.86594555,10.06160437,5.811143567,2.431896662
Brazil,BRA,1996,63.87627356,18.16071851,10.03569935,5.681035243,2.246273342
Brazil,BRA,1997,63.80524975,18.14908832,10.04907952,5.697392304,2.29919011
Brazil,BRA,1998,63.8154649,17.90052823,10.0497346,5.817409572,2.416862704
Brazil,BRA,1999,63.29621273,17.99740012,10.25103694,5.951189785,2.504160426
Brazil,BRA,2001,62.52926495,18.46418182,10.52904515,6.000515264,2.476992822
Brazil,BRA,2002,62.40919953,18.34776779,10.53770787,6.07131672,2.634008086
Brazil,BRA,2003,61.76553366,18.66054238,10.73381702,6.196618734,2.643488211
Brazil,BRA,2004,60.84247762,18.81875044,11.00271084,6.471098401,2.864962703
Brazil,BRA,2005,60.71532897,18.73998937,11.08045736,6.53939811,2.924826191
Brazil,BRA,2006,60.14823246,18.84848085,11.23805488,6.742016927,3.023214881
Brazil,BRA,2007,59.28561092,19.19040885,11.61201694,6.890549355,3.021413936
Brazil,BRA,2008,58.56589751,19.28272522,11.82263113,7.138160999,3.19058515
Brazil,BRA,2009,58.20841103,19.3781767,11.94856661,7.244525133,3.220320527
Brazil,BRA,2011,57.4919349,19.46683622,12.23465818,7.481560845,3.325009861
Brazil,BRA,2012,58.0748543,19.22377934,11.99055006,7.360327037,3.350489263
Brazil,BRA,2013,57.48578272,19.3293092,12.16765168,7.536817966,3.480438435
Brazil,BRA,2014,56.92968353,19.50909504,12.27456699,7.676851123,3.609803323
Brazil,BRA,2015,56.74010583,19.59982695,12.39084896,7.713694194,3.555524067
Brazil,BRA,2016,57.99362884,19.30307511,12.05031309,7.381514779,3.271468182
Brazil,BRA,2017,57.82569407,19.43337483,12.14052089,7.3972103,3.203199907
Brazil,BRA,2018,58.30203535,19.28956982,12.02257969,7.263187162,3.122627978
Brazil,BRA,2019,57.78269048,19.52323507,12.24800919,7.349970467,3.096094793
Brazil,BRA,2020,54.66509261,19.2878264,12.8719735,8.702100369,4.473007113
Bulgaria,BGR,1989,34.02243007,22.52612272,18.2606067,14.73630243,10.45453808
Bulgaria,BGR,1992,39.34076863,22.25021656,17.08691723,12.99723319,8.324864394
Bulgaria,BGR,1994,34.76887987,22.21791908,18.11766283,14.67450165,10.22103657
Bulgaria,BGR,1995,40.94332163,21.9883614,16.48604906,12.77494799,7.807319917
Bulgaria,BGR,1997,36.76263269,21.86234605,17.36168034,13.88861707,10.12472385
Bulgaria,BGR,2001,40.05345442,22.82860819,17.24209408,12.81572686,7.060116458
Bulgaria,BGR,2003,38.0079711,22.1876195,17.3318965,13.71956167,8.752951234
Bulgaria,BGR,2006,41.75364638,22.9447541,17.08550609,12.56443875,5.65165468
Bulgaria,BGR,2007,36.7277721,23.00558114,17.91952366,13.84695101,8.500172086
Bulgaria,BGR,2008,41.01747409,22.55409089,16.86157145,12.62784509,6.939018479
Bulgaria,BGR,2009,40.91601899,22.78184252,16.97683336,12.53131862,6.793986519
Bulgaria,BGR,2010,42.2159891,22.69521473,16.73018225,12.10060211,6.258011816
Bulgaria,BGR,2011,41.11071991,22.68234588,17.07820911,12.71936971,6.409355383
Bulgaria,BGR,2012,42.70415999,22.35153201,16.59162617,12.19968937,6.152992465
Bulgaria,BGR,2013,42.86018173,22.55744535,16.69692148,12.16062778,5.724823665
Bulgaria,BGR,2014,43.94828629,22.09849224,16.16885185,11.7799147,6.004454915
Bulgaria,BGR,2015,44.3381861,22.60092783,16.1591656,11.63245674,5.269263718
Bulgaria,BGR,2016,46.35505013,21.75644563,15.48298136,11.03806986,5.367453014
Bulgaria,BGR,2017,46.58037931,21.28659937,15.36147803,11.04556878,5.725974509
Bulgaria,BGR,2018,47.59919957,21.00123207,14.92282149,10.77959074,5.697156121
Bulgaria,BGR,2019,46.64907398,21.4241648,15.20037679,11.03393633,5.692448098
Burkina Faso,BFA,1994,55.00396335,18.76040838,12.04009563,8.664150021,5.53138262
Burkina Faso,BFA,1998,56.58141707,17.45524984,12.09969348,8.718508705,5.14513091
Burkina Faso,BFA,2003,49.80630353,20.90373094,13.86078628,9.655650932,5.773528319
Burkina Faso,BFA,2009,47.05165291,20.89776029,14.65854274,10.69182472,6.70021934
Burkina Faso,BFA,2014,44.31774812,20.63881754,15.04480593,11.68985858,8.308769823
Burkina Faso,BFA,2018,54.31423186,19.47851128,12.19969969,8.551804758,5.45575241
Burundi,BDI,1992,41.63003001,22.04757793,16.29617275,12.08682246,7.939396845
Burundi,BDI,1998,47.93178766,21.49586491,15.07452218,10.35595805,5.141867196
Burundi,BDI,2006,42.87875566,20.96269619,15.31181498,11.92262756,8.924105601
Burundi,BDI,2013,46.33108303,20.8452896,14.95651093,11.00732673,6.859789705
Cameroon,CMR,1996,51.73425012,19.6315779,12.99503688,9.542251879,6.096883218
Cameroon,CMR,2001,49.00458729,20.60765083,14.23286042,9.987991355,6.166910109
Cameroon,CMR,2007,49.14083156,21.5422621,14.00093696,9.490904848,5.825064523
Cameroon,CMR,2014,51.72043682,21.61320053,13.6872743,8.46557641,4.513511928
Canada,CAN,1971,43.3511774,23.0634901,16.30120918,11.6855842,5.598539126
Canada,CAN,1975,40.39564662,23.22945145,16.9638249,12.57189479,6.839182242
Canada,CAN,1981,39.91859574,23.15921322,16.97424185,12.68943351,7.258515673
Canada,CAN,1987,39.31425548,23.04414053,17.09479125,12.94550997,7.601302771
Canada,CAN,1991,38.90145864,23.09110168,17.22875763,13.07455896,7.704123089
Canada,CAN,1994,39.12331123,23.03611479,17.23912329,12.97219949,7.629251207
Canada,CAN,1997,39.24388031,23.06527914,17.400659,12.90878663,7.381394909
Canada,CAN,1998,40.52161117,22.79862512,16.9568263,12.57838744,7.144549969
Canada,CAN,2000,40.64734299,22.76412798,16.9724901,12.49352956,7.122509368
Canada,CAN,2004,40.90673392,22.89037463,16.85896437,12.36112735,6.98279974
Canada,CAN,2007,41.23960137,22.62017121,16.63755061,12.30565769,7.197019125
Canada,CAN,2010,40.92770294,22.74025141,16.78023962,12.40006748,7.151738543
Canada,CAN,2012,40.5668916,23.06592952,17.10724814,12.39289032,6.867040421
Canada,CAN,2013,40.59600815,23.30656518,17.03561155,12.38071881,6.681096317
Canada,CAN,2014,40.43311788,22.9391716,17.04259052,12.48789231,7.097227692
Canada,CAN,2015,40.85176747,22.95640104,16.90699177,12.40918195,6.875657759
Canada,CAN,2016,40.16844843,22.90544361,17.06435517,12.55174199,7.310010804
Canada,CAN,2017,40.572707,22.92185515,17.00070228,12.35593135,7.148804213
Cape Verde,CPV,2001,58.00936459,18.55581113,11.70471313,7.579607058,4.150504088
Cape Verde,CPV,2007,53.27246905,19.96118362,13.04414872,8.744534008,4.977664602
Cape Verde,CPV,2015,48.7179324,21.59507633,14.30324604,9.726345816,5.657399416
Central African Republic,CAF,1992,64.98465072,18.53755009,9.557435619,4.929754586,1.990608979
Central African Republic,CAF,2008,60.8508451,17.70545503,11.119426,6.990919431,3.333354448
Chad,TCD,2003,46.48243534,21.91784117,14.87605556,10.42705501,6.296612921
Chad,TCD,2011,48.80217537,21.83330676,14.79483389,9.707859106,4.861824869
Chad,TCD,2018,45.19804445,21.44243745,15.15191735,11.117034,7.090566749
Chile,CHL,1987,61.39886767,17.93534702,10.61917637,6.702833412,3.343775529
Chile,CHL,1990,62.46012084,17.29837065,10.31738589,6.568886182,3.355236429
Chile,CHL,1992,60.13856461,17.86632559,10.9793068,7.167456795,3.848346205
Chile,CHL,1994,61.49684304,17.7270451,10.58718055,6.729298031,3.459633279
Chile,CHL,1996,60.09613949,18.22713569,10.97447812,7.052790127,3.649456569
Chile,CHL,1998,60.67926697,18.01980222,10.85365885,6.936863257,3.510408707
Chile,CHL,2000,58.00805403,18.6924621,11.79676195,7.673556007,3.829165909
Chile,CHL,2003,56.7643824,19.05983318,12.21684067,7.949162552,4.009781191
Chile,CHL,2006,53.44948071,19.61683075,13.04185352,8.927955968,4.963879048
Chile,CHL,2009,53.405187,19.32262715,13.02996046,9.074813352,5.167412043
Chile,CHL,2011,52.63898888,19.58418234,13.15748352,9.274584036,5.344761224
Chile,CHL,2013,52.63957297,19.36063172,13.18796716,9.293901409,5.517926742
Chile,CHL,2015,51.21274778,19.81853671,13.5536091,9.673704763,5.741401643
Chile,CHL,2017,51.29588886,19.68479961,13.57683528,9.677478553,5.764997702
Chile,CHL,2020,51.63909035,19.9233516,13.45442841,9.508344079,5.474785559
China,CHN,1981,37.16547119,23.15032142,17.37017341,13.47251152,8.84152246
China,CHN,1984,36.12343177,23.2357174,17.83851794,13.77835787,9.023975025
China,CHN,1987,37.54812263,23.41572114,17.63394875,13.21583568,8.186371799
